slug,date,title,youtube_id,other_url
ddddd-20-panelremote-related-trainings-with-michael-gien-zsofia-stefan-kacper,2020-05-15,"[DDDDD-20] Panel:Remote related trainings with Michael, Gien, Zsofia, Stefan & Kacper",q3Oh9zVKHKo,
ddddd-20-remote-bounded-context-modelling,2020-05-15,[DDDDD-20] Remote Bounded Context Modelling,QoGvpbkzZTQ,
ddddd-20-speaking-truth-to-power-a-foundational-skillset,2020-05-15,[DDDDD-20] Speaking truth to power: a foundational skillset,zPvYqrASCRA,
dddesign-taiwan-2021-conference-%e4%ba%a2%e6%b1%9f%e5%a6%b9-%e6%a6%82%e5%bf%b5%e6%a8%a1%e5%9e%8b%ef%bc%9awhat-why-and-how,2022-12-26,"[DDDesign Taiwan 2021 Conference] 亢江妹 - 概念模型：What, Why and How",0yUOnc-v0bw,
dddesign-taiwan-2021-conference-%e5%bc%b5%e5%ae%89%e9%82%a6-andrew-%e4%bf%9d%e9%9a%aaxdddx%e4%b8%ad%e5%8f%b0x%e5%be%ae%e6%9c%8d%e5%8b%99-%e5%9c%8b%e6%b3%b0%e7%94%a2%e9%9a%aabesafe,2022-12-25,[DDDesign Taiwan 2021 Conference] 張安邦 Andrew - 保險×DDD×中台×微服務-國泰產險BeSafe平台經驗分享,wnkTCh1d_l0,
dddesign-taiwan-2021-conference-%e5%bc%b5%e6%98%80%e7%85%92-herms-%e6%b5%b4%e7%81%ab%e9%87%8d%e7%94%9f%ef%bc%81%e6%95%8f%e6%8d%b7%e5%9c%98%e9%9a%8a%e9%87%8d%e7%94%9f%e6%a8%a1%e5%9e%8b-agile-team,2022-12-07,[DDDesign Taiwan 2021 Conference] 張昀煒 Herms - 浴火重生！敏捷團隊重生模型 (Agile Team Rising Model)，從絕敗走向卓越,hKNdWAnycIQ,
dddesign-taiwan-2021-conference-%e5%bc%b5%e9%80%b8-%e9%a0%98%e5%9f%9f%e9%a9%85%e5%8b%95%e8%a8%ad%e8%a8%88%e5%9c%98%e9%9a%8a%e5%af%a6%e8%b8%90%e6%8c%87%e5%8d%97,2022-12-04,[DDDesign Taiwan 2021 Conference] 張逸 - 領域驅動設計團隊實踐指南,EIrwaIrfV5g,
dddesign-taiwan-2021-conference-%e6%9d%8e%e5%ad%9f%e8%90%b1-mia-%e5%be%9e0%e9%96%8b%e5%a7%8b%e9%81%8a%e6%88%b2%e9%96%8b%e7%99%bc%e5%a5%a7%e7%be%a9-agile-x-ddd,2022-12-06,"[DDDesign Taiwan 2021 Conference] 李孟萱 Mia - 從0開始,遊戲開發奧義: Agile x DDD",9ZSiyEnx-Bw,
dddesign-taiwan-2021-conference-%e6%9f%af%e4%bb%81%e5%82%91-david-%e5%95%9f%e5%8b%95%e6%95%8f%e6%8d%b7%e8%bd%89%e5%9e%8b%e7%9a%84%e5%b7%a5%e5%85%b7%e7%ae%b1,2022-12-02,[DDDesign Taiwan 2021 Conference] 柯仁傑 David - 啟動敏捷轉型的工具箱,mQndYeP9FKQ,
dddesign-taiwan-2021-conference-%e7%8e%8b%e5%a8%81-%e9%a0%98%e5%9f%9f%e9%a9%85%e5%8b%95%e8%a8%ad%e8%a8%88%e4%b8%ad%e7%9a%84%e8%a4%87%e9%9b%9c%e6%80%a7%e6%80%9d%e7%b6%ad,2022-12-09,[DDDesign Taiwan 2021 Conference] 王威 - 領域驅動設計中的複雜性思維,qtIgdnDaVh0,
dddesign-taiwan-2021-conference-%e7%b0%a1%e7%b6%ad%e5%be%b7-wade-%e9%82%a3%e4%b8%80%e5%b9%b4%ef%bc%8c%e6%88%91%e5%80%91%e4%b8%80%e8%b5%b7%e8%b8%a9%e9%81%8e%e7%9a%84%e5%9d%91,2022-12-08,[DDDesign Taiwan 2021 Conference] 簡維德 Wade - 那一年，我們一起踩過的坑,4rT9CRjKYYo,
dddesign-taiwan-2021-conference-%e9%99%b3%e5%bb%ba%e6%9d%91-teddy-%e7%95%b6-dci-%e9%81%87%e5%88%b0-ddd,2022-12-30,[DDDesign Taiwan 2021 Conference] 陳建村 Teddy - 當 DCI 遇到 DDD,vf8vjd5Yob4,
dddesign-taiwan-2021-conference-%e9%99%b8%e6%b5%a9%e7%bf%94-%e4%bb%a5%e8%b3%87%e6%96%99%e5%ba%ab%e6%ad%a3%e8%a6%8f%e5%8c%96%e5%88%86%e6%9e%90%e9%9c%80%e6%b1%82%e9%96%8b%e7%99%bc%e6%a8%a1%e5%bc%8f,2022-12-01,[DDDesign Taiwan 2021 Conference] 陸浩翔 - 以資料庫正規化分析需求開發模式走向DDD與微服務,l7aaWbL-6ZM,
dddesign-taiwan-2021-conference-%e9%ab%98%e7%bf%8a%e5%87%b1-kim-%e6%8c%81%e7%ba%8c%e6%bc%94%e9%80%b2%e7%9a%84%e6%9e%b6%e6%a7%8b-%e6%93%81%e6%8a%b1%e5%a4%9a%e5%85%83%e5%88%a9%e5%ae%b3%e9%97%9c,2022-12-18,[DDDesign Taiwan 2021 Conference] 高翊凱 Kim - 持續演進的架構 - 擁抱多元利害關係人視角,ykFsnJ2qG2A,
dddesign-taiwan-2021-conference-dr-carola-lilienthal-%e9%97%9c%e4%b9%8e%e6%96%bc%e9%a0%98%e5%9f%9f%ef%bc%8c%e8%a6%aa%e6%84%9b%e7%9a%84%ef%bc%81-%e6%88%91%e5%9c%a8%e9%a0%98%e5%9f%9f%e9%a9%85,2022-12-28,[DDDesign Taiwan 2021 Conference] Dr. Carola Lilienthal - 關乎於領域，親愛的！ 我在領域驅動設計15 年當中的經驗,N_HqYQgn7iE,
dddesign-taiwan-2021-conference-julie-lerman-%e4%b8%80%e7%aa%ba%e5%a0%82%e5%a5%a7-%e9%a0%98%e5%9f%9f%e9%a9%85%e5%8b%95%e8%a8%ad%e8%a8%88%ef%bc%9a%e6%98%af%e5%9f%ba%e6%96%bc%e8%87%a8%e5%a0%b4,2022-12-03,[DDDesign Taiwan 2021 Conference] Julie Lerman - 一窺堂奧 - 領域驅動設計：是基於臨場務實還是有原則可參考?,Y7bEojF1lI0,
dddesign-taiwan-2021-conference-kenny-baas-schwegler-evelyn-van-kelle-%e6%88%91%e5%80%91%e7%9c%9f%e7%9a%84%e9%9c%80%e8%a6%81-autonomy-%e5%97%8e%ef%bc%9f,2022-12-14,[DDDesign Taiwan 2021 Conference] Kenny Baas-Schwegler &  Evelyn Van Kelle - 我們真的需要 Autonomy 嗎？,yWdyqCQ1bqc,
dddesign-taiwan-2021-conference-luca-mezzalira-%e9%80%9a%e9%81%8e%e5%85%ad%e9%82%8a%e5%bd%a2%e6%9e%b6%e6%a7%8b%e9%80%b2%e5%8c%96%e7%9a%84-aws-lambda,2022-12-12,[DDDesign Taiwan 2021 Conference] Luca Mezzalira - 通過六邊形架構進化的 AWS Lambda,Y7MB7SSOZvE,
dddesign-taiwan-2021-conference-michael-when-agile-meets-domain-driven-design,2022-12-10,[DDDesign Taiwan 2021 Conference] Michael - When Agile Meets Domain-Driven Design,zvukld5ubAY,
dealing-with-the-bias-of-the-other-giovanna-faso-ddd-europe-2019,2020-07-13,Dealing with the bias of 'the other' - Giovanna Faso - DDD Europe 2019,8IwCv2pmrXI,
dearth-of-a-drafter-einar-host-ddd-europe-2021,2016-05-23,Dearth of a Drafter - Einar Høst - DDD Europe 2021,PVL3OxstgSs,
deciders-composition-for-aggregates-jeremie-chassaing-ddd-europe-2021,2016-05-03,Deciders: composition for aggregates - Jérémie Chassaing - DDD Europe 2021,bBI-9swoU8c,
decoding-paradoxes-why-are-many-good-ideas-in-software-delivery-counter-intuitive,2024-07-16,Decoding Paradoxes: Why are many good ideas in Software Delivery counter-intuitive,sN3kabXr2wk,
deliver-business-value-jan-doorenbal-ddd-europe-2020,2018-09-27,Deliver business value - Jan Doorenbal - DDD Europe 2020,4P3P1l16HJY,
derek-comartin-fat-controller-cqrs-diet,2023-01-24,Derek Comartin - Fat Controller CQRS Diet,OlcWDZN99w4,
derek-comartin-talk-session-context-is-king-finding-service-boundaries,2018-12-02,Derek Comartin - Talk Session: Context is King: Finding Service Boundaries,oVHa3xmUjPg,
desigining-better-processes-and-customer-journeys-with-ddd-and-event-storming-francois-royer,2019-10-05,Desigining better processes and customer journeys with DDD and Event Storming - François Royer,fflQCup444s,
design-and-reality-mathias-verraes,2024-02-26,Design and Reality - Mathias Verraes,R4j5MhgKqeE,
design-better-products-with-real-cross-functional-teams-jutta-maryse,2020-08-26,Design better products with real cross-functional teams - Jutta & Maryse,RM0uErMljoA,
design-first-apis-and-domain-driven-design-ljubica-lazarevic-ddd-europe-2022,2017-10-19,Design First APIs and Domain-Driven Design - Ljubica Lazarevic - DDD Europe 2022,j0iYJ8X9Di4,
design-heuristics-mathias-verraes-kandddinsky-2018,2018-10-27,Design Heuristics - Mathias Verraes - KanDDDinsky 2018,9ZgSz6xAfL8,
design-in-the-small-yves-reynhout-kandddinsky-2017,2018-10-24,Design in the small  - Yves Reynhout - KanDDDinsky 2017,3iLW4puXHvc,
design-matters-rebecca-wirfs-brock,2020-10-02,Design Matters — Rebecca Wirfs-Brock,NZ5mI6-tNUc,
design-reality-with-mathias-verraes,2022-01-13,Design & Reality with Mathias Verraes,s_ihqdfcHDY,
designing-autonomous-services-teams-together-nick-tune-kandddinsky-2017,2018-10-15,Designing Autonomous Services & Teams Together  - Nick Tune - KanDDDinsky 2017,JOQNJaXuNRE,
designing-with-capabilities-scott-wlaschin,2021-12-24,Designing with Capabilities - Scott Wlaschin,fi1FsDW1QeY,
develop-by-describing-the-problem-not-the-solution-romeu-moura-kandddinsky-2017,2018-10-26,Develop by describing the problem (not the solution) - Romeu Moura - KanDDDinsky 2017,HG_-Y_vOqj0,
developing-distributed-autonomy-jennifer-carlston-ddd-europe-2020,2017-10-30,Developing Distributed Autonomy - Jennifer Carlston - DDD Europe 2020,X6n0TOokQ7A,
dissecting-bounded-contexts-nick-tune-ddd-europe-2020,2019-01-03,Dissecting Bounded Contexts - Nick Tune - DDD Europe 2020,zkRfDw0N4W8,
distill-the-core-domain-from-your-legacy-app-thomas-pierrain-and-bruno-boucard-ddd-europe-2018,2020-07-13,Distill the Core Domain from Your Legacy App - Thomas Pierrain and Bruno Boucard  - DDD Europe 2018,F3DV9YDeA6Q,
distilling-your-design-heuristics-a-report-and-a-challenge-rebecca-wirfs-brock-ddd-europe-2018,2020-10-14,Distilling Your Design Heuristics: A Report and a Challenge - Rebecca Wirfs-Brock - DDD Europe 2018,TP3xTZi_Qn8,
distributed-monolith-alex-topalov-ddd-europe-2018,2020-10-14,Distributed Monolith - Alex Topalov - DDD Europe 2018,AbZq32XCzU8,
do-distributed-systems-they-said-itll-be-fun-sara-pellegrini-and-milan-savic-ddd-europe-2022,2017-10-19,Do Distributed Systems they said. It'll be fun - Sara Pellegrini and Milan Savić - DDD Europe 2022,OdVSg6y2iGE,
do-distributed-systems-they-said-itll-be-fun-they-said-sara-pellegrini-milan-savic,2024-02-26,Do Distributed Systems they said. It'll be fun they said. - Sara Pellegrini &amp; Milan Savić,U5zYS4NLaQM,
do-it-yourself-event-sourcing-roman-sachse-kandddinsky-2018,2019-10-05,Do-It-Yourself: Event-Sourcing - Roman Sachse - KanDDDinsky 2018,VSS_Q0Rf50E,
do-we-need-software-architects,2021-06-01,Do we need software architects?,nGdlw7bbaaY,
does-a-domain-driven-design-approach-need-an-agile-business,2019-12-03,Does a Domain-driven design approach need an agile business?,hKBSmQCMEqQ,
domain-debt-sven-torben-janus-ddd-europe-2019,2019-12-21,Domain Debt  - Sven Torben Janus - DDD Europe 2019,dFB158spi0U,
domain-drinking-dialogues-2020-ending-ask-us-anything-party,2020-12-21,Domain-Drinking Dialogues - 2020 ending Ask us anything party,QSZnrkMMZ6c,
domain-drinking-dialogues-2nd-edition-2021-lean-coffee,2021-12-28,Domain-Drinking Dialogues 2nd edition - 2021 Lean coffee,OO3egnXnpMw,
domain-driven-architecture-at-scale-xin-yao-ddd-europe-2022,2017-10-19,Domain-Driven Architecture at Scale - Xin Yao - DDD Europe 2022,pGaB3nbDC-I,
domain-driven-design-in-cloud-native-environments-tobias-goeschel,2022-04-09,Domain Driven Design in Cloud Native Environments - Tobias Goeschel,9PbCZNsapD0,
domain-driven-design-in-productland-alberto-brandolini-ddd-europe-2022,2017-10-10,Domain-Driven Design in ProductLand - Alberto Brandolini - DDD Europe 2022,ufdcfe8VmHM,
domain-driven-frontend-with-francesco-strazzullo,2021-09-21,Domain-Driven Frontend with Francesco Strazzullo,gX_Nx1vqeBQ,
domain-driven-rearchitecting-mit-dem-domain-from-legacy-canvas-matthias-eschhold,2022-04-16,"Domain Driven Rearchitecting mit dem """"Domain-from-Legacy"""" Canvas - Matthias Eschhold",nu5-HV-J40w,
domain-driven-refactoring-jimmy-bogard,2023-12-11,Domain-Driven Refactoring - Jimmy Bogard,kO3LJGbQ3JE,
domain-experiments-with-mike-wojtyna,2023-06-29,Domain Experiments with Mike Wojtyna,bl0E7-ov4gw,
domain-invariants-property-based-testing-for-the-masses-romeu-moura,2020-10-02,Domain Invariants & Property-Based Testing for the Masses - Romeu Moura,pX44CoRSIpg,
domain-language-throughout-tests-combining-ddd-and-bdd-kenny-baas-ddd-europe-2018,2020-10-12,"Domain Language throughout Tests, combining DDD and BDD - Kenny Baas - DDD Europe 2018",xSZnKnZ8EAo,
domain-modeling-made-functional-scott-wlaschin-kandddinsky-2019,2020-12-28,Domain Modeling Made Functional - Scott Wlaschin - KanDDDinsky 2019,2JB1_e5wZmU,
domain-modeling-towards-first-principles-cyrille-martraire-ddd-europe-2019,2020-10-14,Domain modeling towards First Principles - Cyrille Martraire - DDD Europe 2019,svh_NxbOJV8,
domain-modelling-made-simple-functions-and-values-isaac-abraham,2022-05-16,Domain modelling made simple: Functions and Values - Isaac Abraham,9D20fKx45xI,
domain-modelling-yves-reynhout-ddd-europe-2019,2019-12-21,Domain Modelling - Yves Reynhout   - DDD Europe 2019,tjiuDQbkRFY,
domain-prototyping-or-design-is-how-it-works-tobias-goeschel-kandddinsky-2019,2019-10-05,Domain Prototyping or Design Is How It Works - Tobias Goeschel - KanDDDinsky 2019,gDT5PKIYsT0,
dont-forget-ucd-balanced-teams-reap-the-full-benefits-with-modern-development-practices,2022-12-29,Don’t Forget UCD & Balanced Teams: Reap the Full Benefits with Modern Development Practices,Z_Q4Q8rCVpU,
ean-%e5%96%ae%e5%85%b5%e4%bd%9c%e6%88%b0-%e4%bb%a5%e9%a0%98%e5%9f%9f%e9%a9%85%e5%8b%95%e8%a8%ad%e8%a8%88-ddd-%e6%94%b9%e5%96%84%e6%97%a2%e6%9c%89%e9%80%b2%e9%8a%b7%e5%ad%98%e7%ae%a1%e7%90%86,2022-12-20,Ean - 單兵作戰: 以領域驅動設計 (DDD) 改善既有進銷存管理系統的策略與實踐,Kx91mozbtVE,
effective-team-collaboration-and-why-we-need-it-for-modern-product-experiences,2022-05-05,Effective team collaboration and why we need it for modern product experiences?,WNQ3ZLcW4Mw,
elephants-patterns-and-heuristics-rebecca-wirfs-brock-christian-kohls-ddd-europe-2020,2019-01-03,"Elephants, Patterns, and Heuristics - Rebecca Wirfs-Brock, Christian Kohls - DDD Europe 2020",Di9slyesAAA,
ellen-lippe-anita-kvamme-from-legacy-chaos-to-the-promised-land-of-ddd,2023-01-26,Ellen Lippe & Anita Kvamme - From Legacy Chaos To The Promised Land Of DDD,ShMUiCWQYIQ,
emily-stamey-talk-session-hey-boss-event-sourcing-could-fix-that,2019-12-18,"Emily Stamey - Talk Session: Hey Boss, Event Sourcing Could Fix That!",mw7D6OJpsIA,
encouraging-ddd-curiosity-as-a-product-owner-zsofia-herendi-kandddinsky-2018,2019-10-05,Encouraging DDD Curiosity as a Product Owner - Zsófia Herendi - KanDDDinsky 2018,eR1PKi3Z0JU,
eric-evans-exploring-time,2023-03-03,Eric Evans - Exploring Time,Zm95cYAtAa8,
eric-evans-good-design-is-imperfect-design,2021-12-30,Eric Evans - Good Design is Imperfect Design,lY54TmmEllY,
eric-evans-keynote-ddd-isnt-done-a-skeptical-optimistic-pragmatic-look,2018-01-28,"Eric Evans - Keynote: DDD Isn't Done: A Skeptical, Optimistic​, Pragmatic Look",R2IAgnpkBck,
eric-evans-keynote-language-in-context-and-how-do-we-go-forward-from-here,2018-12-03,Eric Evans - Keynote: Language in Context: And How Do We Go Forward From Here?,kjMZVYdwucs,
eric-evans-keynote-tackling-complexity-in-the-heart-of-software,2023-05-03,Eric Evans - Keynote: Tackling Complexity in the Heart of Software,kIKwPNKXaLU,
eric-evans-tackling-complexity-in-the-heart-of-software,2021-12-28,Eric Evans — Tackling Complexity in the Heart of Software,dnUFEg68ESM,
escaping-the-enshittification-trap-systems-thinking-for-sustainable-quality,2025-08-20,Escaping the Enshittification Trap: Systems Thinking for Sustainable Quality,SY4nWc2OZT0,
event-driven-systems-backed-by-mongodb-andrii-litvinov-ddd-europe-2019,2019-12-21,Event driven systems backed by MongoDB - Andrii Litvinov - DDD Europe 2019,w8Z-kPz1cXw,
event-log-architectures-when-quality-matters-martin-thompson-ddd-europe-2020,2017-06-19,Event Log Architectures: when quality matters - Martin Thompson - DDD Europe 2020,RlwO6CJbJjQ,
event-sourcing-after-launch-michiel-overeem-ddd-europe-2018,2020-10-14,Event Sourcing after launch - Michiel Overeem - DDD Europe 2018,JzWJI8kW2kc,
event-sourcing-functionally-arnaud-bailly,2020-10-19,"Event Sourcing, Functionally - Arnaud Bailly",lKIPlARq1z8,
event-sourcing-traceability-consistency-correctness-thomas-bogh-fangel-ddd-europe-2020,2017-10-30,"Event Sourcing: Traceability, Consistency, Correctness - Thomas Bøgh Fangel - DDD Europe 2020",Q-RGrWTN5M4,
event-storming-alberto-brandolini-ddd-europe-2019,2019-12-21,Event Storming - Alberto Brandolini  - DDD Europe 2019,mLXQIYEwK24,
events-in-software-process-and-reality-john-bywater-ddd-europe-2019,2019-06-14,"Events in Software, Process, and Reality - John Bywater - DDD Europe 2019",EX_zRTeowuM,
events-workflows-sagas-keep-your-event-driven-architecture-sane-lutz-huehnken,2022-01-03,"Events, Workflows, Sagas? Keep Your Event-driven Architecture Sane. - Lutz Huehnken",Uv1GOrZWpBM,
eventsourcing-cqrs-a-light-introduction-paolo-banfi-ddd-europe-2022,2018-10-17,EventSourcing &amp; CQRS: a light introduction - Paolo Banfi - DDD Europe 2022,nwzxyfsubyM,
eventstorming-from-the-trenches-jacopo-romei,2022-01-03,EventStorming from the trenches - Jacopo Romei,viJfh8ayTvc,
eventstorming-types-and-heuristics-with-rebecca-paul-and-alberto,2019-08-08,"EventStorming Types and Heuristics with Rebecca, Paul and Alberto",jFEC7Pb1FtM,
evolving-architecture-with-ddd-and-hypermedia-einar-host-ddd-europe-2020,2018-09-18,Evolving architecture with DDD and hypermedia - Einar Høst - DDD Europe 2020,Q3hAPZVu3HI,
experimenting-with-remote-wardley-mapping-with-nick-tune,2020-05-01,Experimenting with Remote Wardley Mapping with Nick Tune,Rvt7k542fOI,
experiments-in-reasoning-aslam-khan-ddd-europe-2020,2018-08-27,Experiments in Reasoning - Aslam Khan - DDD Europe 2020,uvOZisJWqg0,
explaining-flow-in-5-minutes-michel-grootjans-ddd-europe-2021,2017-10-30,Explaining flow in 5 minutes - Michel Grootjans - DDD Europe 2021,0J5kN9gCoXg,
exploring-empathy-with-algorithms-andrea-goulet-ddd-europe-2019,2019-12-21,Exploring Empathy With Algorithms - Andrea Goulet - DDD Europe 2019,rvUsLaCFu-s,
extreme-contracts-free-to-work-the-way-we-love-toward-the-right-design-jacopo-romei-kandddinsky,2019-10-05,Extreme Contracts: free to work the way we love toward the right design - Jacopo Romei - KanDDDinsky,zTGX98HmXtg,
extreme-domain-driven-design-jimmy-nilsson,2022-01-03,Extreme Domain-Driven Design - Jimmy Nilsson,4yHcKDM1yNk,
felienne-hermans-a-board-game-night-with-geeks,2021-12-23,Felienne Hermans — A board game night with geeks,YjtlkQgchnw,
fifty-ways-to-scale-your-agile-with-grady-booch,2021-07-27,Fifty Ways to Scale Your Agile with Grady Booch,UcCifzd-xzk,
fighting-technical-debts-with-ddd-carola-lilienthal-kandddinsky-2017,2018-10-26,Fighting technical debts with DDD - Carola Lilienthal - KanDDDinsky 2017,eJjadzMRQAk,
find-context-boundaries-with-domain-storytelling-stefan-hofer-and-henning-schwenter-dddeu-18,2020-10-14,Find Context Boundaries with Domain Storytelling - Stefan Hofer and Henning Schwenter - DDDEU 18,Y1ykXnl6r7s,
finding-your-service-boundaries-a-practical-guide-adam-ralph-kandddinsky-2019,2019-10-05,Finding your service boundaries - a practical guide - Adam Ralph - KanDDDinsky 2019,JJ-3GSV0MxE,
fluid-teams-stories-from-the-trenches-ornela-vasiliauskaite,2023-12-04,Fluid teams - stories from the trenches - Ornela Vasiliauskaitė,76VwHhjKJE0,
fong-%e4%bd%a0%e7%9c%9f%e7%9a%84%e6%87%82-solid-%e5%8e%9f%e5%89%87%e5%97%8e%ef%bc%9f,2022-12-13,Fong - 你真的懂 SOLID 原則嗎？,RtqKN9xEK0c,
formal-specifications-for-microservices-francois-royer-ddd-europe-2020,2018-08-21,Formal specifications for Microservices - Francois Royer - DDD Europe 2020,ngSy8CQAJBo,
fostering-autonomous-teams-with-proper-leadership-culture,2021-02-23,Fostering autonomous teams with proper leadership culture,kdpGPDGcbxA,
from-a-business-requirement-to-event-sourcing-and-cqrs-riccardo-di-nuzzo-ddd-europe-2019,2019-12-21,From a business requirement to Event Sourcing and CQRS - Riccardo Di Nuzzo - DDD Europe 2019,36eZ5xiHPeE,
from-an-ivory-tower-architect-to-a-socialtechnical-facilitator-amal-tahri-ddd-europe-2022,2017-10-19,From an ivory tower Architect to a socialtechnical facilitator - Amal Tahri - DDD Europe 2022,LSNKWa5dnA0,
from-bi-annual-to-fortnightly-releases-in-4-months-for-15-teams-and-one-monolith-thierry-de-pauw,2024-02-26,From bi-annual to fortnightly releases in 4 months for 15 teams and one monolith - Thierry de Pauw,1IWxb4UufgE,
from-capabilities-to-services-trond-hjorteland-kandddinsky-2018,2018-10-17,From Capabilities to Services - Trond Hjorteland - KanDDDinsky 2018,6SYPMZ76tos,
from-front-to-back-homomorphic-event-sourcing-nicole-rauch-arnaud-bailly-ddd-europe-2018,2020-10-14,From Front to Back: Homomorphic Event Sourcing  - Nicole Rauch & Arnaud Bailly - DDD Europe 2018,KyOvBQ87aP4,
from-legacy-chaos-to-the-promised-land-of-ddd-anita-kvamme-and-ellen-lippe-ddd-europe-2018,2020-10-14,From Legacy Chaos to the Promised Land of DDD - Anita Kvamme and Ellen Lippe - DDD Europe 2018,bnaYU4fjGe4,
from-legacy-chaos-to-the-promised-land-of-ddd-anita-kvamme-ellen-lippe-kandddinsky-2017,2018-10-17,From legacy chaos to the Promised Land of DDD - Anita Kvamme & Ellen Lippe - KanDDDinsky 2017,le7we1akl2g,
from-the-problem-to-software-a-walkthrough-with-krisztina-hirth,2022-02-08,From The Problem To Software - a Walkthrough with Krisztina Hirth,zI31Dh-lU8o,
functional-and-algebraic-domain-modeling-debasish-ghosh-ddd-europe-2018,2020-10-14,Functional and Algebraic Domain Modeling - Debasish Ghosh  - DDD Europe 2018,BskNvfNjU_8,
functional-cqrs-in-kotlin-uberto-barbini-kandddinsky-2018,2019-10-05,Functional CQRS in Kotlin - Uberto Barbini - KanDDDinsky 2018,y_h-tbOM5HU,
functional-event-sourcing-jeremie-chassaing-ddd-europe-2020,2017-10-30,Functional Event Sourcing - Jérémie Chassaing - DDD Europe 2020,whFfzQfdJZg,
functional-programming-and-domain-driven-design-a-match-in-heaven-marco-emrich-kandddinsky,2021-05-10,Functional Programming and Domain Driven Design - a match in Heaven! - Marco Emrich - KanDDDinsky,56j8kLMdkyQ,
getting-to-ddd-pragmatic-or-principled-julie-lerman-kandddinsky-2018,2019-10-05,Getting to DDD: Pragmatic or Principled? - Julie Lerman - KanDDDinsky 2018,CPd2BVR3hEM,
gomti-mehta-talk-session-agile-and-ddd-two-wheels-of-the-same-cart,2019-12-17,Gomti Mehta - Talk Session: Agile and DDD - Two Wheels of the Same Cart,x73cnwvo9o0,
greg-young-a-decade-of-ddd-cqrs-event-sourcing,2021-12-23,"Greg Young — A Decade of DDD, CQRS, Event Sourcing",LDW0QWie21s,
guide-refactorings-with-behavioral-code-analysis-adam-tornhill-ddd-europe-2019,2019-12-21,Guide Refactorings With Behavioral Code Analysis - Adam Tornhill - DDD Europe 2019,okT9xZc6UtY,
hands-on-exploring-techniques-for-modelling-bounded-context-collaboration,2020-08-13,[Hands-on] Exploring Techniques For Modelling Bounded Context Collaboration,oj4zGj6sPDc,
harry-brumleve-talk-session-refactoring-for-ddd-without-microservicing-your-monolith,2018-01-28,Harry Brumleve - Talk Session: Refactoring for DDD Without Microservicing Your Monolith,y2mL-6CcYBw,
hatching-software-development-ecosystems-the-gordian-knot-alberto-brandolini-kandddinsky-2019,2019-10-05,Hatching software development ecosystems (the gordian knot) - Alberto Brandolini - KanDDDinsky 2019,hNZZZyNrpiI,
hedy-a-gradual-and-multi-lingual-programming-language-for-education-mark-giesen,2023-12-12,Hedy: A gradual and multi-lingual programming language for education - Mark Giesen,o4RHcA1KfwU,
high-scalability-domain-models-skuvault-case-study-rinat-abdullin-kandddinsky-2017,2018-10-05,High-scalability domain models: SkuVault case study  - Rinat Abdullin - KanDDDinsky 2017,6BLNcv-sPlk,
how-a-deeper-model-enables-breakthroughs-in-product-dev-kenny-baas-schwegler-bruno-boucard,2023-12-16,How a deeper model enables breakthroughs in product dev. - Kenny Baas-Schwegler &amp; Bruno Boucard,4fEpaHTv_rk,
how-autonomy-saved-one-of-spotifys-most-loved-features-from-being-killed,2025-05-14,How Autonomy Saved One of Spotify’s Most Loved Features From Being Killed,aulGzLoCwJk,
how-cognitive-biases-and-ranking-kills-your-modelling-sessions,2020-04-07,How cognitive biases and ranking kills your modelling sessions,djbbZnOIGE0,
how-commonality-variability-analysis-reduces-complexity-avraham-poupko-ddd-europe-2020,2018-11-27,How Commonality Variability Analysis reduces complexity. - Avraham Poupko - DDD Europe 2020,myAOby7rYeQ,
how-domain-storytelling-reveils-the-secrets-of-your-domain-henning-schwentner-stefan-hofer,2019-10-05,"How Domain Storytelling reveils the secrets of your domain - Henning Schwentner, Stefan Hofer",lZYo2lKacYo,
how-epistemic-injustice-impacts-domain-crunching-with-cat-swetel,2021-04-06,How Epistemic injustice impacts Domain Crunching with Cat Swetel,tRgqD2ztHpk,
how-feature-branching-affects-domain-driven-design-with-thierry-de-pauw,2020-01-08,How feature branching affects domain-driven design with Thierry de Pauw,mKaIR-EjoC0,
how-open-is-open-banking-andrea-sonea-ddd-europe-2018,2020-10-14,How open is Open Banking - Andrea Sonea - DDD Europe 2018,yqMDoWVZYw8,
how-serverless-impacts-design-gojko-adzic-ddd-europe-2020,2018-07-05,How serverless impacts design - Gojko Adzic - DDD Europe 2020,jZoWAQOaxt8,
how-to-build-your-product-backlog-the-aristothelian-way-michel-zam-ddd-europe-2021,2017-10-30,How to build your product backlog the Aristothelian way - Michel Zam - DDD Europe 2021,PTn4To7LK2Q,
how-to-cultivate-a-language-alvaro-videla-ddd-europe-2022,2017-10-19,How to Cultivate a Language - Alvaro Videla - DDD Europe 2022,pXjh54Lbszg,
how-to-improve-modelling-with-behaviour-driven-development,2020-04-14,How to improve modelling with Behaviour-driven development,HvT8wNE1C2U,
how-to-make-better-modernization-decisions-indu-alagarsamy-olivia-cheng-ddd-europe-2022,2017-10-20,How to Make Better Modernization Decisions - Indu Alagarsamy &amp; Olivia Cheng - DDD Europe 2022,olulGJDdpGQ,
how-to-model-event-sourced-systems-efficiently-oskar-dudycz-ddd-europe-2022,2017-10-19,How to model event-sourced systems efficiently - Oskar Dudycz - DDD Europe 2022,gG6DGmYKk4I,
